 schemaname |                     tablename                     |                            indexname                            | tablespace |                                                                                 indexdef                                                                                  
 public     | cms_cmsplugin                                     | cms_cmsplugin_lft                                               |            | CREATE INDEX cms_cmsplugin_lft ON cms_cmsplugin USING btree (lft)
 public     | cms_cmsplugin                                     | cms_cmsplugin_rght                                              |            | CREATE INDEX cms_cmsplugin_rght ON cms_cmsplugin USING btree (rght)
 public     | cms_cmsplugin                                     | cms_cmsplugin_level                                             |            | CREATE INDEX cms_cmsplugin_level ON cms_cmsplugin USING btree (level)
 public     | survey_profile                                    | survey_profile_pkey                                             |            | CREATE UNIQUE INDEX survey_profile_pkey ON survey_profile USING btree (id)
 public     | survey_profile                                    | survey_profile_user_id_key                                      |            | CREATE UNIQUE INDEX survey_profile_user_id_key ON survey_profile USING btree (user_id)
 public     | survey_lastresponse                               | survey_lastresponse_pkey                                        |            | CREATE UNIQUE INDEX survey_lastresponse_pkey ON survey_lastresponse USING btree (id)
 public     | survey_participation                              | survey_participation_user_id                                    |            | CREATE INDEX survey_participation_user_id ON survey_participation USING btree (user_id)
 public     | survey_participation                              | survey_participation_survey_id                                  |            | CREATE INDEX survey_participation_survey_id ON survey_participation USING btree (survey_id)
 public     | survey_profile                                    | survey_profile_survey_id                                        |            | CREATE INDEX survey_profile_survey_id ON survey_profile USING btree (survey_id)
 public     | cms_pageuser                                      | cms_pageuser_pkey                                               |            | CREATE UNIQUE INDEX cms_pageuser_pkey ON cms_pageuser USING btree (user_ptr_id)
 public     | cms_title                                         | cms_title_has_url_overwrite                                     |            | CREATE INDEX cms_title_has_url_overwrite ON cms_title USING btree (has_url_overwrite)
 public     | cms_title                                         | cms_title_application_urls_like                                 |            | CREATE INDEX cms_title_application_urls_like ON cms_title USING btree (application_urls varchar_pattern_ops)
 public     | cms_title                                         | cms_title_application_urls                                      |            | CREATE INDEX cms_title_application_urls ON cms_title USING btree (application_urls)
 public     | survey_participation                              | survey_participation_previous_participation_id                  |            | CREATE INDEX survey_participation_previous_participation_id ON survey_participation USING btree (previous_participation_id)
 public     | survey_responsesendqueue                          | survey_responsesendqueue_participation_id                       |            | CREATE INDEX survey_responsesendqueue_participation_id ON survey_responsesendqueue USING btree (participation_id)
 public     | survey_profilesendqueue                           | survey_profilesendqueue_owner_id                                |            | CREATE INDEX survey_profilesendqueue_owner_id ON survey_profilesendqueue USING btree (owner_id)
 public     | reminder_remindersettings                         | reminder_remindersettings_pkey                                  |            | CREATE UNIQUE INDEX reminder_remindersettings_pkey ON reminder_remindersettings USING btree (id)
 public     | cms_pagemoderator                                 | cms_pagemoderator_pkey                                          |            | CREATE UNIQUE INDEX cms_pagemoderator_pkey ON cms_pagemoderator USING btree (id)
 public     | reminder_remindersettings                         | reminder_remindersettings_site_id_key                           |            | CREATE UNIQUE INDEX reminder_remindersettings_site_id_key ON reminder_remindersettings USING btree (site_id)
 public     | cms_pagemoderatorstate                            | cms_pagemoderatorstate_pkey                                     |            | CREATE UNIQUE INDEX cms_pagemoderatorstate_pkey ON cms_pagemoderatorstate USING btree (id)
 public     | cms_pageusergroup                                 | cms_pageusergroup_pkey                                          |            | CREATE UNIQUE INDEX cms_pageusergroup_pkey ON cms_pageusergroup USING btree (group_ptr_id)
 public     | cms_globalpagepermission                          | cms_globalpagepermission_pkey                                   |            | CREATE UNIQUE INDEX cms_globalpagepermission_pkey ON cms_globalpagepermission USING btree (id)
 public     | cms_page                                          | cms_page_soft_root                                              |            | CREATE INDEX cms_page_soft_root ON cms_page USING btree (soft_root)
 public     | cms_page                                          | cms_page_lft                                                    |            | CREATE INDEX cms_page_lft ON cms_page USING btree (lft)
 public     | cms_page                                          | cms_page_publication_end_date                                   |            | CREATE INDEX cms_page_publication_end_date ON cms_page USING btree (publication_end_date)
 public     | cms_page                                          | cms_page_tree_id                                                |            | CREATE INDEX cms_page_tree_id ON cms_page USING btree (tree_id)
 public     | survey_localprofile                               | survey_localprofile_pkey                                        |            | CREATE UNIQUE INDEX survey_localprofile_pkey ON survey_localprofile USING btree (id)
 public     | survey_localprofile                               | survey_localprofile_surveyuser_id_key                           |            | CREATE UNIQUE INDEX survey_localprofile_surveyuser_id_key ON survey_localprofile USING btree (surveyuser_id)
 public     | cms_page                                          | cms_page_publication_date                                       |            | CREATE INDEX cms_page_publication_date ON cms_page USING btree (publication_date)
 public     | cms_page                                          | cms_page_in_navigation                                          |            | CREATE INDEX cms_page_in_navigation ON cms_page USING btree (in_navigation)
 public     | cms_page                                          | cms_page_reverse_id_like                                        |            | CREATE INDEX cms_page_reverse_id_like ON cms_page USING btree (reverse_id varchar_pattern_ops)
 public     | cms_page                                          | cms_page_reverse_id                                             |            | CREATE INDEX cms_page_reverse_id ON cms_page USING btree (reverse_id)
 public     | survey_lastresponse                               | survey_lastresponse_participation_id                            |            | CREATE INDEX survey_lastresponse_participation_id ON survey_lastresponse USING btree (participation_id)
 public     | survey_localflusurvey                             | survey_localflusurvey_pkey                                      |            | CREATE UNIQUE INDEX survey_localflusurvey_pkey ON survey_localflusurvey USING btree (id)
 public     | survey_surveyuser                                 | survey_surveyuser_oneuser_id                                    |            | CREATE INDEX survey_surveyuser_oneuser_id ON survey_surveyuser USING btree (user_id)
 public     | pollster_questionrow                              | pollster_questionrow_pkey                                       |            | CREATE UNIQUE INDEX pollster_questionrow_pkey ON pollster_questionrow USING btree (id)
 public     | survey_localflusurvey                             | survey_localflusurvey_surveyuser_id                             |            | CREATE INDEX survey_localflusurvey_surveyuser_id ON survey_localflusurvey USING btree (surveyuser_id)
 public     | pollster_results_weekly_v1_2011110816521320767579 | pollster_results_weekly_pkey1                                   |            | CREATE UNIQUE INDEX pollster_results_weekly_pkey1 ON pollster_results_weekly_v1_2011110816521320767579 USING btree (id)
 public     | pollster_questioncolumn                           | pollster_questioncolumn_pkey                                    |            | CREATE UNIQUE INDEX pollster_questioncolumn_pkey ON pollster_questioncolumn USING btree (id)
 public     | partnersites_sitesettings                         | partnersites_sitesettings_site_id_key                           |            | CREATE UNIQUE INDEX partnersites_sitesettings_site_id_key ON partnersites_sitesettings USING btree (site_id)
 public     | menus_cachekey                                    | menus_cachekey_pkey                                             |            | CREATE UNIQUE INDEX menus_cachekey_pkey ON menus_cachekey USING btree (id)
 public     | pollster_question                                 | pollster_question_pkey                                          |            | CREATE UNIQUE INDEX pollster_question_pkey ON pollster_question USING btree (id)
 public     | pollster_rule                                     | pollster_rule_pkey                                              |            | CREATE UNIQUE INDEX pollster_rule_pkey ON pollster_rule USING btree (id)
 public     | pollster_option                                   | pollster_option_pkey                                            |            | CREATE UNIQUE INDEX pollster_option_pkey ON pollster_option USING btree (id)
 public     | cms_pagepermission                                | cms_pagepermission_user_id                                      |            | CREATE INDEX cms_pagepermission_user_id ON cms_pagepermission USING btree (user_id)
 public     | cms_globalpagepermission                          | cms_globalpagepermission_group_id                               |            | CREATE INDEX cms_globalpagepermission_group_id ON cms_globalpagepermission USING btree (group_id)
 public     | reminder_newsletter                               | reminder_newsletter_pkey                                        |            | CREATE UNIQUE INDEX reminder_newsletter_pkey ON reminder_newsletter USING btree (id)
 public     | cms_pageuser                                      | cms_pageuser_created_by_id                                      |            | CREATE INDEX cms_pageuser_created_by_id ON cms_pageuser USING btree (created_by_id)
 public     | reminder_newslettertemplate                       | reminder_newslettertemplate_pkey                                |            | CREATE UNIQUE INDEX reminder_newslettertemplate_pkey ON reminder_newslettertemplate USING btree (id)
 public     | reminder_newslettertranslation                    | reminder_newslettertranslation_pkey                             |            | CREATE UNIQUE INDEX reminder_newslettertranslation_pkey ON reminder_newslettertranslation USING btree (id)
 public     | reminder_newslettertranslation                    | reminder_newslettertranslat_language_code_2099d083f487505f_uniq |            | CREATE UNIQUE INDEX reminder_newslettertranslat_language_code_2099d083f487505f_uniq ON reminder_newslettertranslation USING btree (language_code, master_id)
 public     | reminder_newslettertemplatetranslation            | reminder_newslettertemplatetranslation_pkey                     |            | CREATE UNIQUE INDEX reminder_newslettertemplatetranslation_pkey ON reminder_newslettertemplatetranslation USING btree (id)
 public     | reminder_newslettertemplatetranslation            | reminder_newslettertemplate_language_code_3720782255b067e5_uniq |            | CREATE UNIQUE INDEX reminder_newslettertemplate_language_code_3720782255b067e5_uniq ON reminder_newslettertemplatetranslation USING btree (language_code, master_id)
 public     | reminder_newslettertranslation                    | reminder_newslettertranslation_language_code                    |            | CREATE INDEX reminder_newslettertranslation_language_code ON reminder_newslettertranslation USING btree (language_code)
 public     | reminder_newslettertranslation                    | reminder_newslettertranslation_language_code_like               |            | CREATE INDEX reminder_newslettertranslation_language_code_like ON reminder_newslettertranslation USING btree (language_code varchar_pattern_ops)
 public     | reminder_newslettertranslation                    | reminder_newslettertranslation_master_id                        |            | CREATE INDEX reminder_newslettertranslation_master_id ON reminder_newslettertranslation USING btree (master_id)
 public     | reminder_newslettertemplatetranslation            | reminder_newslettertemplatetranslation_language_code            |            | CREATE INDEX reminder_newslettertemplatetranslation_language_code ON reminder_newslettertemplatetranslation USING btree (language_code)
 public     | reminder_newslettertemplatetranslation            | reminder_newslettertemplatetranslation_language_code_like       |            | CREATE INDEX reminder_newslettertemplatetranslation_language_code_like ON reminder_newslettertemplatetranslation USING btree (language_code varchar_pattern_ops)
 public     | reminder_newslettertemplatetranslation            | reminder_newslettertemplatetranslation_master_id                |            | CREATE INDEX reminder_newslettertemplatetranslation_master_id ON reminder_newslettertemplatetranslation USING btree (master_id)
 public     | reminder_userreminderinfo                         | reminder_userreminderinfo_pkey                                  |            | CREATE UNIQUE INDEX reminder_userreminderinfo_pkey ON reminder_userreminderinfo USING btree (id)
 public     | reminder_userreminderinfo                         | reminder_reminder_user_id_key                                   |            | CREATE UNIQUE INDEX reminder_reminder_user_id_key ON reminder_userreminderinfo USING btree (user_id)
 public     | reminder_remindererror                            | reminder_remindererror_pkey                                     |            | CREATE UNIQUE INDEX reminder_remindererror_pkey ON reminder_remindererror USING btree (id)
 public     | reminder_remindererror                            | reminder_remindererror_user_id                                  |            | CREATE INDEX reminder_remindererror_user_id ON reminder_remindererror USING btree (user_id)
 public     | journal_category                                  | journal_category_pkey                                           |            | CREATE UNIQUE INDEX journal_category_pkey ON journal_category USING btree (id)
 public     | journal_category                                  | journal_category_slug_key                                       |            | CREATE UNIQUE INDEX journal_category_slug_key ON journal_category USING btree (slug)
 public     | cms_globalpagepermission                          | cms_globalpagepermission_user_id                                |            | CREATE INDEX cms_globalpagepermission_user_id ON cms_globalpagepermission USING btree (user_id)
 public     | pollster_results_intake                           | pollster_results_intake_pkey3                                   |            | CREATE UNIQUE INDEX pollster_results_intake_pkey3 ON pollster_results_intake USING btree (id)
 public     | cmsplugin_latestentryplugin                       | cmsplugin_latestentryplugin_pkey                                |            | CREATE UNIQUE INDEX cmsplugin_latestentryplugin_pkey ON cmsplugin_latestentryplugin USING btree (cmsplugin_ptr_id)
 public     | cms_pagemoderator                                 | cms_pagemoderator_page_id                                       |            | CREATE INDEX cms_pagemoderator_page_id ON cms_pagemoderator USING btree (page_id)
 public     | journal_latestentryplugin_category                | journal_latestentryplugin_category_pkey                         |            | CREATE UNIQUE INDEX journal_latestentryplugin_category_pkey ON journal_latestentryplugin_category USING btree (id)
 public     | journal_latestentryplugin_category                | journal_latestentrypl_latestentryplugin_id_2826864fee35fda_uniq |            | CREATE UNIQUE INDEX journal_latestentrypl_latestentryplugin_id_2826864fee35fda_uniq ON journal_latestentryplugin_category USING btree (latestentryplugin_id, category_id)
 public     | cms_pagemoderator                                 | cms_pagemoderator_user_id                                       |            | CREATE INDEX cms_pagemoderator_user_id ON cms_pagemoderator USING btree (user_id)
 public     | cms_pagemoderatorstate                            | cms_pagemoderatorstate_page_id                                  |            | CREATE INDEX cms_pagemoderatorstate_page_id ON cms_pagemoderatorstate USING btree (page_id)
 public     | pollster_chart                                    | pollster_chart_pkey                                             |            | CREATE UNIQUE INDEX pollster_chart_pkey ON pollster_chart USING btree (id)
 public     | journal_latestentryplugin_category                | journal_latestentryplugin_category_latestentryplugin_id         |            | CREATE INDEX journal_latestentryplugin_category_latestentryplugin_id ON journal_latestentryplugin_category USING btree (latestentryplugin_id)
 public     | pollster_chart                                    | pollster_chart_survey_id_55e62ca64f28a0ab_uniq                  |            | CREATE UNIQUE INDEX pollster_chart_survey_id_55e62ca64f28a0ab_uniq ON pollster_chart USING btree (survey_id, shortname)
 public     | pollster_chart                                    | pollster_chart_survey_id                                        |            | CREATE INDEX pollster_chart_survey_id ON pollster_chart USING btree (survey_id)
 public     | pollster_chart                                    | pollster_chart_type_id                                          |            | CREATE INDEX pollster_chart_type_id ON pollster_chart USING btree (type_id)
 public     | pollster_chart                                    | pollster_chart_shortname                                        |            | CREATE INDEX pollster_chart_shortname ON pollster_chart USING btree (shortname)
 public     | pollster_chart                                    | pollster_chart_shortname_like                                   |            | CREATE INDEX pollster_chart_shortname_like ON pollster_chart USING btree (shortname varchar_pattern_ops)
 public     | journal_latestentryplugin_category                | journal_latestentryplugin_category_category_id                  |            | CREATE INDEX journal_latestentryplugin_category_category_id ON journal_latestentryplugin_category USING btree (category_id)
 public     | journal_entry                                     | journal_entry_pkey                                              |            | CREATE UNIQUE INDEX journal_entry_pkey ON journal_entry USING btree (id)
 public     | journal_entry                                     | journal_entry_slug                                              |            | CREATE INDEX journal_entry_slug ON journal_entry USING btree (slug)
 public     | cms_pagemoderatorstate                            | cms_pagemoderatorstate_user_id                                  |            | CREATE INDEX cms_pagemoderatorstate_user_id ON cms_pagemoderatorstate USING btree (user_id)
 public     | cms_pageusergroup                                 | cms_pageusergroup_created_by_id                                 |            | CREATE INDEX cms_pageusergroup_created_by_id ON cms_pageusergroup USING btree (created_by_id)
 public     | journal_entrytranslation                          | journal_entrytranslation_pkey                                   |            | CREATE UNIQUE INDEX journal_entrytranslation_pkey ON journal_entrytranslation USING btree (id)
 public     | journal_entrytranslation                          | journal_entrytranslation_language_code_41e5b02cab59931_uniq     |            | CREATE UNIQUE INDEX journal_entrytranslation_language_code_41e5b02cab59931_uniq ON journal_entrytranslation USING btree (language_code, master_id)
 public     | journal_categorytranslation                       | journal_categorytranslation_language_code                       |            | CREATE INDEX journal_categorytranslation_language_code ON journal_categorytranslation USING btree (language_code)
 public     | pollster_results_weekly                           | pollster_results_weekly_pkey2                                   |            | CREATE UNIQUE INDEX pollster_results_weekly_pkey2 ON pollster_results_weekly USING btree (id)
 public     | journal_entry                                     | journal_entry_slug_like                                         |            | CREATE INDEX journal_entry_slug_like ON journal_entry USING btree (slug varchar_pattern_ops)
 public     | journal_entry                                     | journal_entry_category_id                                       |            | CREATE INDEX journal_entry_category_id ON journal_entry USING btree (category_id)
 public     | journal_categorytranslation                       | journal_categorytranslation_pkey                                |            | CREATE UNIQUE INDEX journal_categorytranslation_pkey ON journal_categorytranslation USING btree (id)
 public     | journal_categorytranslation                       | journal_categorytranslation_language_code_591d965952722a54_uniq |            | CREATE UNIQUE INDEX journal_categorytranslation_language_code_591d965952722a54_uniq ON journal_categorytranslation USING btree (language_code, master_id)
 public     | journal_categorytranslation                       | journal_categorytranslation_language_code_like                  |            | CREATE INDEX journal_categorytranslation_language_code_like ON journal_categorytranslation USING btree (language_code varchar_pattern_ops)
 public     | contest_prediction                                | contest_prediction_pkey                                         |            | CREATE UNIQUE INDEX contest_prediction_pkey ON contest_prediction USING btree (id)
 public     | journal_categorytranslation                       | journal_categorytranslation_master_id                           |            | CREATE INDEX journal_categorytranslation_master_id ON journal_categorytranslation USING btree (master_id)
 public     | contest_week                                      | contest_week_pkey                                               |            | CREATE UNIQUE INDEX contest_week_pkey ON contest_week USING btree (id)
 public     | cmsplugin_text                                    | text_text_cmsplugin_ptr_id_key                                  |            | CREATE UNIQUE INDEX text_text_cmsplugin_ptr_id_key ON cmsplugin_text USING btree (cmsplugin_ptr_id)
 public     | cmsplugin_snippetptr                              | snippet_snippetptr_cmsplugin_ptr_id_key                         |            | CREATE UNIQUE INDEX snippet_snippetptr_cmsplugin_ptr_id_key ON cmsplugin_snippetptr USING btree (cmsplugin_ptr_id)
 public     | snippet_snippet                                   | snippet_snippet_pkey                                            |            | CREATE UNIQUE INDEX snippet_snippet_pkey ON snippet_snippet USING btree (id)
 public     | snippet_snippet                                   | snippet_snippet_name_key                                        |            | CREATE UNIQUE INDEX snippet_snippet_name_key ON snippet_snippet USING btree (name)
 public     | cmsplugin_snippetptr                              | snippet_snippetptr_snippet_id                                   |            | CREATE INDEX snippet_snippetptr_snippet_id ON cmsplugin_snippetptr USING btree (snippet_id)
 public     | contest_prediction                                | contest_prediction_user_id                                      |            | CREATE INDEX contest_prediction_user_id ON contest_prediction USING btree (user_id)
 public     | cms_page                                          | cms_page_site_id                                                |            | CREATE INDEX cms_page_site_id ON cms_page USING btree (site_id)
 public     | journal_entrytranslation                          | journal_entrytranslation_language_code                          |            | CREATE INDEX journal_entrytranslation_language_code ON journal_entrytranslation USING btree (language_code)
 public     | journal_entrytranslation                          | journal_entrytranslation_language_code_like                     |            | CREATE INDEX journal_entrytranslation_language_code_like ON journal_entrytranslation USING btree (language_code varchar_pattern_ops)
 public     | cmsplugin_contestplugin                           | cmsplugin_contestplugin_pkey                                    |            | CREATE UNIQUE INDEX cmsplugin_contestplugin_pkey ON cmsplugin_contestplugin USING btree (cmsplugin_ptr_id)
 public     | contest_week                                      | contest_week_prediction_id                                      |            | CREATE INDEX contest_week_prediction_id ON contest_week USING btree (prediction_id)
 public     | cmsplugin_file                                    | file_file_cmsplugin_ptr_id_key                                  |            | CREATE UNIQUE INDEX file_file_cmsplugin_ptr_id_key ON cmsplugin_file USING btree (cmsplugin_ptr_id)
 public     | pollster_survey                                   | pollster_survey_pkey                                            |            | CREATE UNIQUE INDEX pollster_survey_pkey ON pollster_survey USING btree (id)
 public     | lk_intake_q1                                      | lk_intake_q1_pkey                                               |            | CREATE UNIQUE INDEX lk_intake_q1_pkey ON lk_intake_q1 USING btree (value)
 public     | journal_entrytranslation                          | journal_entrytranslation_master_id                              |            | CREATE INDEX journal_entrytranslation_master_id ON journal_entrytranslation USING btree (master_id)
 public     | cms_globalpagepermission_sites                    | cms_globalpagepermission_sites_pkey                             |            | CREATE UNIQUE INDEX cms_globalpagepermission_sites_pkey ON cms_globalpagepermission_sites USING btree (id)
 public     | cms_globalpagepermission_sites                    | cms_globalpagepermission_sites_globalpagepermission_id          |            | CREATE INDEX cms_globalpagepermission_sites_globalpagepermission_id ON cms_globalpagepermission_sites USING btree (globalpagepermission_id)
 public     | cms_globalpagepermission_sites                    | cms_globalpagepermission_sites_site_id                          |            | CREATE INDEX cms_globalpagepermission_sites_site_id ON cms_globalpagepermission_sites USING btree (site_id)
 public     | cmsplugin_picture                                 | cmsplugin_picture_page_link_id                                  |            | CREATE INDEX cmsplugin_picture_page_link_id ON cmsplugin_picture USING btree (page_link_id)
 public     | cmsplugin_link                                    | link_link_cmsplugin_ptr_id_key                                  |            | CREATE UNIQUE INDEX link_link_cmsplugin_ptr_id_key ON cmsplugin_link USING btree (cmsplugin_ptr_id)
 public     | cmsplugin_link                                    | link_link_page_id                                               |            | CREATE INDEX link_link_page_id ON cmsplugin_link USING btree (page_link_id)
 public     | pollster_ruletype                                 | pollster_ruletype_pkey                                          |            | CREATE UNIQUE INDEX pollster_ruletype_pkey ON pollster_ruletype USING btree (id)
 public     | pollster_questiondatatype                         | pollster_questiondatatype_pkey                                  |            | CREATE UNIQUE INDEX pollster_questiondatatype_pkey ON pollster_questiondatatype USING btree (id)
 public     | pollster_virtualoptiontype                        | pollster_virtualoptiontype_pkey                                 |            | CREATE UNIQUE INDEX pollster_virtualoptiontype_pkey ON pollster_virtualoptiontype USING btree (id)
 public     | pollster_rule_subject_options                     | pollster_rule_subject_options_pkey                              |            | CREATE UNIQUE INDEX pollster_rule_subject_options_pkey ON pollster_rule_subject_options USING btree (id)
 public     | pollster_rule_subject_options                     | pollster_rule_subject_options_rule_id_57a495f48bcfe7d2_uniq     |            | CREATE UNIQUE INDEX pollster_rule_subject_options_rule_id_57a495f48bcfe7d2_uniq ON pollster_rule_subject_options USING btree (rule_id, option_id)
 public     | pollster_rule_object_options                      | pollster_rule_object_options_pkey                               |            | CREATE UNIQUE INDEX pollster_rule_object_options_pkey ON pollster_rule_object_options USING btree (id)
 public     | pollster_rule_object_options                      | pollster_rule_object_options_rule_id_a1355baf82d198c_uniq       |            | CREATE UNIQUE INDEX pollster_rule_object_options_rule_id_a1355baf82d198c_uniq ON pollster_rule_object_options USING btree (rule_id, option_id)
 public     | pollster_translationsurvey                        | pollster_translationsurvey_pkey                                 |            | CREATE UNIQUE INDEX pollster_translationsurvey_pkey ON pollster_translationsurvey USING btree (id)
 public     | pollster_translationsurvey                        | pollster_translationsurvey_survey_id_6c9108dabcf44e2_uniq       |            | CREATE UNIQUE INDEX pollster_translationsurvey_survey_id_6c9108dabcf44e2_uniq ON pollster_translationsurvey USING btree (survey_id, language)
 public     | pollster_translationquestion                      | pollster_translationquestion_pkey                               |            | CREATE UNIQUE INDEX pollster_translationquestion_pkey ON pollster_translationquestion USING btree (id)
 public     | pollster_translationquestion                      | pollster_translationquesti_translation_id_270988ef847fb527_uniq |            | CREATE UNIQUE INDEX pollster_translationquesti_translation_id_270988ef847fb527_uniq ON pollster_translationquestion USING btree (translation_id, question_id)
 public     | pollster_translationquestionrow                   | pollster_translationquestionrow_pkey                            |            | CREATE UNIQUE INDEX pollster_translationquestionrow_pkey ON pollster_translationquestionrow USING btree (id)
 public     | pollster_translationquestionrow                   | pollster_translationquesti_translation_id_18ec8d98e4807743_uniq |            | CREATE UNIQUE INDEX pollster_translationquesti_translation_id_18ec8d98e4807743_uniq ON pollster_translationquestionrow USING btree (translation_id, row_id)
 public     | pollster_translationquestioncolumn                | pollster_translationquestioncolumn_pkey                         |            | CREATE UNIQUE INDEX pollster_translationquestioncolumn_pkey ON pollster_translationquestioncolumn USING btree (id)
 public     | pollster_translationquestioncolumn                | pollster_translationquesti_translation_id_20a7dc30afccf993_uniq |            | CREATE UNIQUE INDEX pollster_translationquesti_translation_id_20a7dc30afccf993_uniq ON pollster_translationquestioncolumn USING btree (translation_id, column_id)
 public     | pollster_translationoption                        | pollster_translationoption_pkey                                 |            | CREATE UNIQUE INDEX pollster_translationoption_pkey ON pollster_translationoption USING btree (id)
 public     | pollster_translationoption                        | pollster_translationoption_translation_id_7e617b91827c91a5_uniq |            | CREATE UNIQUE INDEX pollster_translationoption_translation_id_7e617b91827c91a5_uniq ON pollster_translationoption USING btree (translation_id, option_id)
 public     | pollster_survey                                   | pollster_survey_parent_id                                       |            | CREATE INDEX pollster_survey_parent_id ON pollster_survey USING btree (parent_id)
 public     | pollster_survey                                   | pollster_survey_shortname                                       |            | CREATE INDEX pollster_survey_shortname ON pollster_survey USING btree (shortname)
 public     | pollster_survey                                   | pollster_survey_shortname_like                                  |            | CREATE INDEX pollster_survey_shortname_like ON pollster_survey USING btree (shortname varchar_pattern_ops)
 public     | pollster_survey                                   | pollster_survey_version                                         |            | CREATE INDEX pollster_survey_version ON pollster_survey USING btree (version)
 public     | pollster_survey                                   | pollster_survey_version_like                                    |            | CREATE INDEX pollster_survey_version_like ON pollster_survey USING btree (version varchar_pattern_ops)
 public     | lk_intake_q2                                      | lk_intake_q2_pkey                                               |            | CREATE UNIQUE INDEX lk_intake_q2_pkey ON lk_intake_q2 USING btree (value_inf, value_sup)
 public     | pollster_virtualoptiontype                        | pollster_virtualoptiontype_question_data_type_id                |            | CREATE INDEX pollster_virtualoptiontype_question_data_type_id ON pollster_virtualoptiontype USING btree (question_data_type_id)
 public     | pollster_question                                 | pollster_question_survey_id                                     |            | CREATE INDEX pollster_question_survey_id ON pollster_question USING btree (survey_id)
 public     | pollster_option                                   | pollster_option_question_id                                     |            | CREATE INDEX pollster_option_question_id ON pollster_option USING btree (question_id)
 public     | pollster_question                                 | pollster_question_data_type_id                                  |            | CREATE INDEX pollster_question_data_type_id ON pollster_question USING btree (data_type_id)
 public     | pollster_option                                   | pollster_option_clone_id                                        |            | CREATE INDEX pollster_option_clone_id ON pollster_option USING btree (clone_id)
 public     | pollster_option                                   | pollster_option_row_id                                          |            | CREATE INDEX pollster_option_row_id ON pollster_option USING btree (row_id)
 public     | pollster_option                                   | pollster_option_column_id                                       |            | CREATE INDEX pollster_option_column_id ON pollster_option USING btree (column_id)
 public     | pollster_question                                 | pollster_question_open_option_data_type_id                      |            | CREATE INDEX pollster_question_open_option_data_type_id ON pollster_question USING btree (open_option_data_type_id)
 public     | pollster_questionrow                              | pollster_questionrow_question_id                                |            | CREATE INDEX pollster_questionrow_question_id ON pollster_questionrow USING btree (question_id)
 public     | pollster_questioncolumn                           | pollster_questioncolumn_question_id                             |            | CREATE INDEX pollster_questioncolumn_question_id ON pollster_questioncolumn USING btree (question_id)
 public     | pollster_rule                                     | pollster_rule_rule_type_id                                      |            | CREATE INDEX pollster_rule_rule_type_id ON pollster_rule USING btree (rule_type_id)
 public     | pollster_rule                                     | pollster_rule_subject_question_id                               |            | CREATE INDEX pollster_rule_subject_question_id ON pollster_rule USING btree (subject_question_id)
 public     | pollster_rule                                     | pollster_rule_object_question_id                                |            | CREATE INDEX pollster_rule_object_question_id ON pollster_rule USING btree (object_question_id)
 public     | pollster_option                                   | pollster_option_virtual_type_id                                 |            | CREATE INDEX pollster_option_virtual_type_id ON pollster_option USING btree (virtual_type_id)
 public     | pollster_rule_subject_options                     | pollster_rule_subject_options_rule_id                           |            | CREATE INDEX pollster_rule_subject_options_rule_id ON pollster_rule_subject_options USING btree (rule_id)
 public     | pollster_rule_subject_options                     | pollster_rule_subject_options_option_id                         |            | CREATE INDEX pollster_rule_subject_options_option_id ON pollster_rule_subject_options USING btree (option_id)
 public     | pollster_rule_object_options                      | pollster_rule_object_options_rule_id                            |            | CREATE INDEX pollster_rule_object_options_rule_id ON pollster_rule_object_options USING btree (rule_id)
 public     | pollster_rule_object_options                      | pollster_rule_object_options_option_id                          |            | CREATE INDEX pollster_rule_object_options_option_id ON pollster_rule_object_options USING btree (option_id)
 public     | pollster_translationsurvey                        | pollster_translationsurvey_survey_id                            |            | CREATE INDEX pollster_translationsurvey_survey_id ON pollster_translationsurvey USING btree (survey_id)
 public     | pollster_translationsurvey                        | pollster_translationsurvey_language                             |            | CREATE INDEX pollster_translationsurvey_language ON pollster_translationsurvey USING btree (language)
 public     | pollster_translationsurvey                        | pollster_translationsurvey_language_like                        |            | CREATE INDEX pollster_translationsurvey_language_like ON pollster_translationsurvey USING btree (language varchar_pattern_ops)
 public     | pollster_translationquestion                      | pollster_translationquestion_translation_id                     |            | CREATE INDEX pollster_translationquestion_translation_id ON pollster_translationquestion USING btree (translation_id)
 public     | pollster_translationquestion                      | pollster_translationquestion_question_id                        |            | CREATE INDEX pollster_translationquestion_question_id ON pollster_translationquestion USING btree (question_id)
 public     | pollster_translationquestionrow                   | pollster_translationquestionrow_translation_id                  |            | CREATE INDEX pollster_translationquestionrow_translation_id ON pollster_translationquestionrow USING btree (translation_id)
 public     | pollster_translationquestionrow                   | pollster_translationquestionrow_row_id                          |            | CREATE INDEX pollster_translationquestionrow_row_id ON pollster_translationquestionrow USING btree (row_id)
 public     | pollster_translationquestioncolumn                | pollster_translationquestioncolumn_translation_id               |            | CREATE INDEX pollster_translationquestioncolumn_translation_id ON pollster_translationquestioncolumn USING btree (translation_id)
 public     | pollster_translationquestioncolumn                | pollster_translationquestioncolumn_column_id                    |            | CREATE INDEX pollster_translationquestioncolumn_column_id ON pollster_translationquestioncolumn USING btree (column_id)
 public     | pollster_ruletype                                 | pollster_ruletype_js_class_uniq                                 |            | CREATE UNIQUE INDEX pollster_ruletype_js_class_uniq ON pollster_ruletype USING btree (js_class)
