day,provincia,active,ili
2014-01-29,RA,9,0
2014-01-29,CH,5,0
2014-01-29,BL,1,0
2014-01-29,NU,1,0
2014-01-29,PG,5,0
2014-01-29,PU,3,0
2014-01-29,PI,12,0
2014-01-29,TS,12,0
2014-01-29,RO,1,0
2014-01-29,BZ,15,0
2014-01-29,NO,4,0
2014-01-29,BI,3,0
2014-01-29,PO,2,0
2014-01-29,CS,1,0
2014-01-29,VS,1,0
2014-01-29,CO,11,0
2014-01-29,LO,1,0
2014-01-29,LU,9,0
2014-01-29,CL,1,0
2014-01-29,VC,3,0
2014-01-29,SO,3,0
2014-01-29,TO,85,0
2014-01-29,MS,1,0
2014-01-29,AG,2,0
2014-01-29,ME,6,0
2014-01-29,TR,1,0
2014-01-29,SI,4,0
2014-01-29,TP,2,0
2014-01-29,RE,3,0
2014-01-29,CR,9,0
2014-01-29,LC,7,0
2014-01-29,BN,1,0
2014-01-29,AN,13,0
2014-01-29,RI,2,0
2014-01-29,SA,3,1
2014-01-29,AP,2,0
2014-01-29,CB,2,0
2014-01-29,FG,6,1
2014-01-29,PT,1,0
2014-01-29,RM,96,0
2014-01-30,SP,1,0
2014-01-30,GR,3,0
2014-01-30,PR,4,0
2014-01-30,IS,1,0
2014-01-30,MN,2,0
2014-01-30,UD,9,0
2014-01-30,CN,7,0
2014-01-30,PA,6,0
2014-01-30,LC,7,0
2014-01-30,VE,18,0
2014-01-30,FC,5,0
2014-01-30,BG,13,0
2014-01-30,GE,11,0
2014-01-30,VA,12,0
2014-01-30,RG,1,0
2014-01-30,GO,2,0
2014-01-30,AL,11,0
2014-01-30,RN,5,0
2014-01-30,CS,1,0
2014-01-30,RM,96,0
2014-01-30,VI,10,0
2014-01-30,ME,6,0
2014-01-30,RC,2,0
2014-01-30,AR,5,0
2014-01-30,LE,3,0
2014-01-30,VS,1,0
2014-01-30,AG,2,0
2014-01-30,VC,3,0
2014-01-30,SO,3,0
2014-01-30,TR,1,0
2014-01-30,SS,7,0
2014-01-30,CB,2,0
2014-01-30,CI,1,0
2014-01-30,TO,85,0
2014-01-30,CO,11,0
2014-01-30,FE,8,0
2014-01-30,MT,3,0
2014-01-30,NA,15,1
2014-01-30,LU,9,0
2014-01-30,CL,1,0
2014-01-30,PT,1,0
2014-01-30,TS,12,0
2014-01-30,BZ,15,0
2014-01-30,RO,1,0
2014-01-30,BO,27,0
2014-01-30,SI,4,0
2014-01-30,SR,3,0
2014-01-30,PI,12,0
2014-01-30,SV,7,0
2014-01-30,AQ,3,0
2014-01-30,PO,2,0
2014-01-30,MB,25,0
2014-01-30,IM,8,0
2014-01-30,BL,1,0
2014-01-30,CA,3,0
2014-01-30,MI,112,1
2014-01-30,RI,2,0
2014-01-30,NO,4,0
2014-01-30,AO,1,0
2014-01-30,SA,3,0
2014-01-30,AP,2,0
2014-01-30,AN,13,0
2014-01-30,FG,6,0
2014-01-30,FI,16,0
2014-01-30,TN,18,0
2014-01-30,BI,3,0
2014-01-30,BN,1,0
2014-01-30,BS,10,0
2014-01-30,BA,4,0
2014-01-30,TP,2,0
2014-01-30,RE,3,0
2014-01-30,MC,3,0
