day,provincia,active,ili
2014-02-19,CR,10,0
2014-02-19,LC,7,0
2014-02-19,AO,1,0
2014-02-19,TO,104,0
2014-02-19,GO,2,0
2014-02-19,SO,3,0
2014-02-19,VA,15,0
2014-02-19,VC,1,0
2014-02-19,IS,1,0
2014-02-19,AG,2,0
2014-02-19,UD,11,0
2014-02-19,VS,4,0
2014-02-19,FC,5,0
2014-02-19,VE,18,0
2014-02-19,GE,12,0
2014-02-19,VI,7,0
2014-02-19,RN,4,0
2014-02-19,CO,13,0
2014-02-19,LU,9,0
2014-02-19,MN,2,0
2014-02-19,CT,3,0
2014-02-19,PI,10,0
2014-02-19,TV,17,0
2014-02-19,CL,1,0
2014-02-19,LT,7,0
2014-02-19,TR,1,0
2014-02-19,LI,6,0
2014-02-19,VB,2,0
2014-02-19,TP,2,0
2014-02-19,SI,4,0
2014-02-19,VR,4,0
2014-02-19,CN,6,0
2014-02-19,RE,6,0
2014-02-19,MS,2,0
2014-02-19,PV,8,0
2014-02-19,LE,3,0
2014-02-19,OR,2,0
2014-02-19,CH,7,0
2014-02-19,RA,8,0
2014-02-19,GR,3,0
2014-02-19,SS,7,0
2014-02-19,NU,1,0
2014-02-19,SV,5,0
2014-02-19,NA,29,0
2014-02-19,CI,1,0
2014-02-19,PC,1,0
2014-02-19,PU,8,0
2014-02-19,BS,8,0
2014-02-19,BN,6,0
2014-02-19,MC,3,0
2014-02-19,BG,17,0
2014-02-19,SP,1,0
2014-02-19,CS,1,0
2014-02-19,MT,4,0
2014-02-19,PD,24,0
2014-02-19,BO,29,0
2014-02-19,SR,3,0
2014-02-19,TS,10,0
2014-02-19,PR,4,0
2014-02-19,BL,1,0
2014-02-19,PT,2,0
2014-02-19,CB,2,0
2014-02-19,NO,6,0
2014-02-19,RM,104,0
2014-02-19,RO,3,0
2014-02-19,PG,4,0
2014-02-19,MI,107,0
2014-02-19,BZ,12,0
2014-02-19,MB,23,0
2014-02-19,AQ,6,0
2014-02-19,FE,9,0
2014-02-19,PA,4,0
2014-02-19,BA,7,0
2014-02-19,BI,4,0
2014-02-19,FM,2,0
2014-02-19,FG,7,0
2014-02-19,SA,4,0
2014-02-19,AP,2,0
2014-02-19,RI,4,0
2014-02-19,CA,9,0
2014-02-19,RG,3,0
2014-02-19,AL,12,0
2014-02-19,IM,8,0
2014-02-19,CE,9,1
2014-02-19,BT,1,0
2014-02-19,MO,14,0
2014-02-19,BR,1,0
2014-02-19,PO,2,0
2014-02-19,AR,5,0
2014-02-19,AN,6,0
2014-02-19,VT,3,0
2014-02-19,LO,1,0
2014-02-19,TA,5,0
2014-02-19,ME,7,0
2014-02-19,TN,19,0
2014-02-19,FI,11,0
2014-02-20,MN,2,0
2014-02-20,FG,7,0
2014-02-20,SI,4,0
2014-02-20,LI,6,0
2014-02-20,CR,10,0
2014-02-20,PC,1,0
2014-02-20,MB,23,0
2014-02-20,NO,6,0
2014-02-20,VT,3,0
2014-02-20,RI,4,0
2014-02-20,AQ,6,0
2014-02-20,TR,1,0
2014-02-20,RO,3,0
2014-02-20,ME,7,0
2014-02-20,BZ,12,0
2014-02-20,PG,4,0
2014-02-20,MI,107,0
2014-02-20,TS,10,0
2014-02-20,VA,15,0
2014-02-20,AP,2,0
2014-02-20,RA,8,0
2014-02-20,SA,4,0
2014-02-20,TN,19,0
2014-02-20,CH,7,0
2014-02-20,PU,8,0
2014-02-20,PI,10,0
2014-02-20,NU,1,0
2014-02-20,OR,2,0
2014-02-20,UD,11,0
2014-02-20,RE,6,0
2014-02-20,BN,6,0
2014-02-20,GR,3,0
2014-02-20,CS,1,0
2014-02-20,CL,1,0
2014-02-20,RC,2,0
2014-02-20,VS,4,0
2014-02-20,TV,17,0
2014-02-20,AG,2,0
2014-02-20,LT,7,0
2014-02-20,CO,13,0
2014-02-20,SP,1,0
2014-02-20,LU,9,0
2014-02-20,CN,6,0
2014-02-20,RN,4,0
2014-02-20,VI,7,0
2014-02-20,VE,18,0
2014-02-20,CB,2,0
2014-02-20,FE,9,0
2014-02-20,PT,2,0
2014-02-20,PA,4,0
2014-02-20,RM,103,0
2014-02-20,GE,11,0
2014-02-20,PD,24,0
2014-02-20,TO,104,0
2014-02-20,SS,7,0
2014-02-20,BG,17,0
2014-02-20,BS,8,0
2014-02-20,MS,2,0
2014-02-20,MC,3,0
2014-02-20,MT,4,0
2014-02-20,VC,1,0
2014-02-20,IS,1,0
2014-02-20,SV,5,0
2014-02-20,FI,11,0
2014-02-20,AR,5,0
2014-02-20,AN,7,0
2014-02-20,LC,7,0
2014-02-20,NA,29,0
2014-02-20,SO,3,0
2014-02-20,BA,7,0
2014-02-20,FM,2,0
2014-02-20,TA,5,0
2014-02-20,FC,5,0
2014-02-20,BT,1,0
2014-02-20,BR,1,0
2014-02-20,TP,2,0
2014-02-20,CI,1,0
2014-02-20,AO,1,0
2014-02-20,MO,14,0
2014-02-20,CE,9,0
2014-02-20,BL,1,0
2014-02-20,VR,4,0
2014-02-20,AL,12,0
2014-02-20,VB,2,0
2014-02-20,PO,2,0
2014-02-20,IM,8,0
2014-02-20,GO,2,0
2014-02-20,RG,3,0
2014-02-20,CA,9,0
2014-02-20,LE,4,0
2014-02-20,LO,1,0
2014-02-20,PV,8,0
2014-02-20,SR,3,0
2014-02-20,PR,4,0
2014-02-20,BO,29,1
2014-02-20,CT,3,0
2014-02-20,BI,4,0
2014-02-21,FC,1,0
2014-02-21,CL,1,0
2014-02-21,CO,7,0
2014-02-21,LU,5,0
2014-02-21,PI,7,0
2014-02-21,TS,6,0
2014-02-21,BI,3,0
2014-02-21,NO,2,0
2014-02-21,PV,4,0
2014-02-21,MT,2,0
2014-02-21,BG,13,0
2014-02-21,RM,60,0
2014-02-21,PT,2,0
