day,provincia,active,ili
2014-02-10,SP,1,0
2014-02-10,VE,14,0
2014-02-10,VT,3,0
2014-02-10,PA,7,0
2014-02-10,LO,1,0
2014-02-10,VC,3,0
2014-02-10,CO,10,0
2014-02-10,LU,9,0
2014-02-10,FG,5,0
2014-02-10,TO,99,0
2014-02-10,RO,2,0
2014-02-10,PG,5,0
2014-02-10,BZ,10,0
2014-02-10,RI,3,0
2014-02-10,AP,1,0
2014-02-10,SA,3,0
2014-02-10,VB,3,0
2014-02-10,IM,8,0
2014-02-10,VA,10,0
2014-02-10,RG,2,0
2014-02-10,CA,9,0
2014-02-10,AL,11,0
2014-02-10,AQ,5,0
2014-02-10,GR,4,0
2014-02-10,MI,107,1
2014-02-10,MB,22,0
2014-02-10,FE,9,0
2014-02-10,BA,5,0
2014-02-10,MT,3,0
2014-02-10,NO,6,0
2014-02-10,SS,7,0
2014-02-10,NA,28,0
2014-02-10,CI,1,0
2014-02-10,NU,1,0
2014-02-10,OR,2,0
2014-02-10,SV,7,0
2014-02-10,RC,2,0
2014-02-10,MC,3,0
2014-02-10,CE,7,0
2014-02-10,BN,6,0
2014-02-10,GO,2,0
2014-02-10,TS,10,0
2014-02-10,IS,1,0
2014-02-10,BS,9,0
2014-02-10,BO,33,0
2014-02-10,CT,2,0
2014-02-10,SR,3,0
2014-02-10,VS,3,0
2014-02-10,PO,1,0
2014-02-10,BI,4,0
2014-02-10,LI,4,0
2014-02-10,MN,1,0
2014-02-10,TR,2,0
2014-02-10,CN,5,0
2014-02-10,RE,4,0
2014-02-10,VR,5,1
2014-02-10,BL,1,0
2014-02-10,SI,3,0
2014-02-10,TP,2,0
2014-02-10,LE,2,0
2014-02-10,CB,2,0
2014-02-10,MS,2,0
2014-02-10,PD,16,0
2014-02-10,MO,13,0
2014-02-10,RN,5,0
2014-02-10,FC,6,0
2014-02-10,VI,10,0
2014-02-10,RM,95,0
2014-02-10,TN,18,0
2014-02-10,ME,7,0
2014-02-10,TA,4,0
2014-02-10,FI,11,0
2014-02-10,AO,1,0
2014-02-10,LC,6,0
2014-02-10,LT,7,0
2014-02-10,CR,9,0
2014-02-10,BR,1,0
2014-02-10,TV,17,0
2014-02-10,BG,18,0
2014-02-10,PV,8,0
